Project ID,Project Name,Number,Street,Borough,Council District,Latitude (Internal),Longitude (Internal),Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,All Counted Units,Total Units
50206,Park Monroe II,1920,UNION STREET,Brooklyn,41,40.66722,-73.923934,No,Non Prevailing Wage,9,0,42,42
50206,Park Monroe II,1933,UNION STREET,Brooklyn,41,40.66764,-73.924009,No,Non Prevailing Wage,13,0,66,66
52218,56 FULTON STREET,56,FULTON STREET,Manhattan,1,40.70852,-74.005169,No,Non Prevailing Wage,0,12,30,120
54978,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,1,1
54979,CONFIDENTIAL,----,----,Queens,24,,,No,Non Prevailing Wage,0,0,1,1
53519,66 Ainslie Street,66,AINSLIE STREET,Brooklyn,34,40.71242,-73.952227,No,Non Prevailing Wage,0,0,10,50
54976,CONFIDENTIAL,----,----,Bronx,17,,,No,Non Prevailing Wage,0,0,1,1
54977,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
54389,Lands End 1,255,CLINTON STREET,Manhattan,1,40.71116,-73.987473,Yes,Non Prevailing Wage,0,0,129,256
65075,88 JEFFERSON STREET,88,JEFFERSON STREET,Brooklyn,34,40.69901,-73.931828,No,Non Prevailing Wage,0,0,3,15
49562,1711 Davidson HDFC,1711,DAVIDSON AVENUE,Bronx,14,40.84737,-73.914059,No,Non Prevailing Wage,0,48,86,86
54728,HELP. 113 EAST 13TH STREET,113,EAST 13 STREET,Manhattan,2,40.73339,-73.988966,Yes,Non Prevailing Wage,0,0,90,90
54913,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,1,0,1,1
54975,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,1,1,1
54689,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
58292,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
54690,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
54737,CONFIDENTIAL,----,----,Queens,29,,,No,Non Prevailing Wage,0,0,1,1
65133,1223 BROADWAY,1223,BROADWAY,Brooklyn,34,40.69205,-73.926008,No,Non Prevailing Wage,0,0,2,7
54691,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,1,1
54739,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
54364,CONFIDENTIAL,----,----,Brooklyn,40,,,No,Non Prevailing Wage,2,0,2,2
54669,CONFIDENTIAL,----,----,Queens,32,,,No,Non Prevailing Wage,0,0,1,1
54692,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,1,1
55178,CONFIDENTIAL,----,----,Brooklyn,36,,,No,Non Prevailing Wage,0,0,2,2
58291,CONFIDENTIAL,----,----,Bronx,17,,,No,Non Prevailing Wage,0,0,1,1
54740,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
58255,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
54741,CONFIDENTIAL,----,----,Brooklyn,48,,,No,Non Prevailing Wage,0,0,1,1
58494,Bay Street Senior Housing (20136026),533,BAY STREET,Staten Island,49,40.6289,-74.07613,No,Non Prevailing Wage,0,66,67,67
44281,STANLEY COMMONS,924,HENDRIX PLACE,Brooklyn,42,40.65854,-73.88344,No,Non Prevailing Wage,0,1,31,31
44281,STANLEY COMMONS,910,HENDRIX PLACE,Brooklyn,42,40.65854,-73.88344,No,Non Prevailing Wage,0,0,31,31
44281,STANLEY COMMONS,879,VAN SICLEN AVENUE,Brooklyn,42,40.65854,-73.88344,No,Non Prevailing Wage,0,1,27,27
44281,STANLEY COMMONS,869,VAN SICLEN AVENUE,Brooklyn,42,40.65854,-73.88344,No,Non Prevailing Wage,0,1,31,31
44281,STANLEY COMMONS,656,STANLEY AVENUE,Brooklyn,42,40.65854,-73.88344,No,Non Prevailing Wage,0,0,31,31
44281,STANLEY COMMONS,271,WORTMAN AVENUE,Brooklyn,42,40.65854,-73.88344,No,Non Prevailing Wage,0,0,89,89
50026,SUS. 1674 Broadway and 768 Decatur. Henry Apts.,8,ROCKAWAY AVENUE,Brooklyn,41,40.68352,-73.912096,No,Prevailing Wage,56,0,79,79
50026,SUS. 1674 Broadway and 768 Decatur. Henry Apts.,1672,BROADWAY,Brooklyn,41,40.68399,-73.913022,No,Prevailing Wage,50,0,55,55
51778,PARK HOUSE,4275,PARK AVENUE,Bronx,15,40.84927,-73.899132,No,Non Prevailing Wage,20,30,248,248
52661,3160 Park Avenue (Mixed Income),855,COURTLANDT AVENUE,Bronx,17,40.82446,-73.916105,No,Non Prevailing Wage,0,0,57,152
53245,3160 Park Avenue (Low Income),855,COURTLANDT AVENUE,Bronx,17,40.82446,-73.916105,No,Non Prevailing Wage,0,19,95,152
49283,THE HUB,333,SCHERMERHORN STREET,Brooklyn,33,40.68722,-73.980644,No,Non Prevailing Wage,0,0,150,750
50257,920 Prospect Avenue,920,PROSPECT AVENUE,Bronx,17,40.82168,-73.900291,Yes,Non Prevailing Wage,0,0,69,69
53277,NAVY YARD HDFC INC. (8A),45-55,NORTH ELLIOTT PLACE,Brooklyn,35,40.69675,-73.976967,No,Non Prevailing Wage,0,0,159,159
53553,Pio Mendez / VIP,1291,LAFAYETTE AVENUE,Bronx,17,40.81703,-73.88766,Yes,Non Prevailing Wage,0,91,91,91
53553,Pio Mendez / VIP,1876,BELMONT AVENUE,Bronx,17,40.84435,-73.892714,Yes,Non Prevailing Wage,0,91,91,91
54650,CONFIDENTIAL,----,----,Bronx,17,,,No,Non Prevailing Wage,0,0,1,1
52320,1515 BEDFORD AVENUE,1515,BEDFORD AVENUE,Brooklyn,35,40.67122,-73.95442,No,Non Prevailing Wage,0,0,29,142
52723,Prospect Plaza - Site 2,396,SARATOGA AVENUE,Brooklyn,41,40.67221,-73.917447,No,Prevailing Wage,42,6,101,101
52723,Prospect Plaza - Site 2,1750,PROSPECT PLACE,Brooklyn,41,,,No,Prevailing Wage,20,4,48,48
58254,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
48646,SKA MARIN. 1918 FIRST AVE. DRAPER HALL,1918,1 AVENUE,Manhattan,8,40.78466,-73.943076,No,Prevailing Wage,202,0,203,203
58492,333 Lenox Rd (20136053),331,LENOX ROAD,Brooklyn,40,40.65459,-73.948549,No,Non Prevailing Wage,8,12,58,58
49938,Greenpoint Landing E3,31,EAGLE STREET,Brooklyn,33,,,No,Non Prevailing Wage,0,10,98,98
51179,"QUINCY SENIOR RESIDENCES, L.P.",625,QUINCY STREET,Brooklyn,36,40.68922,-73.934092,No,Non Prevailing Wage,5,67,94,94
54637,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
55428,NYCHA Section 8,277,EAST 4 STREET,Manhattan,2,40.72288,-73.981031,No,Non Prevailing Wage,0,0,24,24
55428,NYCHA Section 8,635,EAST 12 STREET,Manhattan,2,40.72784,-73.977685,No,Non Prevailing Wage,0,0,269,269
55428,NYCHA Section 8,438,EAST 120 STREET,Manhattan,8,40.79769,-73.932049,No,Non Prevailing Wage,0,0,42,42
55428,NYCHA Section 8,510,EAST 156 STREET,Bronx,17,40.81899,-73.911459,No,Non Prevailing Wage,0,0,207,207
55428,NYCHA Section 8,930,HALSEY STREET,Brooklyn,41,40.68526,-73.916298,No,Non Prevailing Wage,0,0,252,252
55428,NYCHA Section 8,1772,MADISON AVENUE,Manhattan,9,40.80069,-73.945085,No,Non Prevailing Wage,0,0,80,80
58250,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
50810,ALBERTA ALSTON HOUSE,52-09,99 STREET,Queens,21,40.74093,-73.860832,Yes,Non Prevailing Wage,0,151,151,151
51103,601 WEST 59TH STREET (1 WEST END AVENUE),1,WEST END AVENUE,Manhattan,6,40.7722,-73.990902,No,Non Prevailing Wage,0,0,116,116
51278,ARCHER AVENUE,92-61,165 STREET,Queens,27,40.70397,-73.793367,No,Non Prevailing Wage,0,18,89,89
54636,CONFIDENTIAL,----,----,Queens,20,,,No,Non Prevailing Wage,0,0,1,1
54677,CONFIDENTIAL,----,----,Queens,25,,,No,Non Prevailing Wage,0,0,1,1
48731,TBX909-Erickson,1409,PROSPECT AVENUE,Bronx,16,40.83222,-73.896997,No,Non Prevailing Wage,0,0,11,11
48731,TBX909-Erickson,66,WEST 176 STREET,Bronx,14,40.84862,-73.915207,No,Non Prevailing Wage,0,0,20,20
48731,TBX909-Erickson,1770,TOWNSEND AVENUE,Bronx,14,40.8478,-73.910799,No,Non Prevailing Wage,0,0,57,57
48731,TBX909-Erickson,62,WEST 176 STREET,Bronx,14,40.84858,-73.915037,No,Non Prevailing Wage,0,0,12,12
52610,Crossroads Plaza I,501,SOUTHERN BOULEVARD,Bronx,8,40.8117,-73.905338,No,Non Prevailing Wage,0,0,163,163
49711,490 Myrtle Ave.,490,MYRTLE AVENUE,Brooklyn,35,40.6932,-73.965331,No,Non Prevailing Wage,0,0,19,93
50184,STRIVERS PLAZA II,2312,ADAM C POWELL BOULEVARD,Manhattan,9,40.81603,-73.94367,No,Non Prevailing Wage,0,0,8,8
50184,STRIVERS PLAZA II,2518,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.81598,-73.946513,No,Non Prevailing Wage,0,3,22,22
50184,STRIVERS PLAZA II,2540,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.81668,-73.946047,No,Non Prevailing Wage,0,7,17,17
50184,STRIVERS PLAZA II,488,ST NICHOLAS AVENUE,Manhattan,9,40.81664,-73.94786,No,Non Prevailing Wage,0,0,15,15
50184,STRIVERS PLAZA II,490,ST NICHOLAS AVENUE,Manhattan,9,40.81674,-73.947813,No,Non Prevailing Wage,0,3,15,15
50184,STRIVERS PLAZA II,216,WEST 135 STREET,Manhattan,9,40.81536,-73.944559,No,Non Prevailing Wage,0,0,8,8
50184,STRIVERS PLAZA II,229,WEST 135 STREET,Manhattan,9,40.81622,-73.945151,No,Non Prevailing Wage,0,2,8,8
50184,STRIVERS PLAZA II,231,WEST 135 STREET,Manhattan,9,40.81625,-73.945227,No,Non Prevailing Wage,0,0,8,8
50184,STRIVERS PLAZA II,233,WEST 135 STREET,Manhattan,9,40.81629,-73.945307,No,Non Prevailing Wage,0,0,8,8
50184,STRIVERS PLAZA II,235,WEST 135 STREET,Manhattan,9,40.81632,-73.945386,No,Non Prevailing Wage,0,2,8,8
51363,Manhattan West (371 Ninth Avenue),371,9 AVENUE,Manhattan,3,40.75208,-73.997957,No,Non Prevailing Wage,0,0,169,844
51779,9306 Shore Front Parkway,93-06,SHORE FRONT PARKWAY,Queens,32,40.58432,-73.815187,No,Non Prevailing Wage,0,13,64,64
52666,STRIVERS PLAZA,275,WEST 140 STREET,Manhattan,9,40.81973,-73.943786,No,Non Prevailing Wage,0,11,54,54
52667,Summit Ridge,950,SUMMIT AVENUE,Bronx,8,40.83211,-73.93055,No,Non Prevailing Wage,0,12,58,58
52721,Morrisania Portfolio,1120,CLAY AVENUE,Bronx,16,40.82989,-73.911722,No,Non Prevailing Wage,45,5,54,54
52721,Morrisania Portfolio,1124,CLAY AVENUE,Bronx,16,40.83028,-73.911501,No,Non Prevailing Wage,41,11,54,54
52721,Morrisania Portfolio,1140,CLAY AVENUE,Bronx,16,40.83067,-73.911284,No,Non Prevailing Wage,38,9,54,54
52721,Morrisania Portfolio,268,EAST 165 STREET,Bronx,16,40.82918,-73.916674,No,Non Prevailing Wage,6,1,7,7
52721,Morrisania Portfolio,210,EAST 166 STREET,Bronx,16,40.83103,-73.917828,No,Non Prevailing Wage,33,0,36,36
52721,Morrisania Portfolio,256,EAST 169 STREET,Bronx,16,40.83535,-73.913627,No,Non Prevailing Wage,17,0,20,20
52721,Morrisania Portfolio,266,EAST 169 STREET,Bronx,16,40.83521,-73.913295,No,Non Prevailing Wage,29,2,34,34
52721,Morrisania Portfolio,1041,FINDLAY AVENUE,Bronx,16,40.82936,-73.914661,No,Non Prevailing Wage,51,8,70,70
52721,Morrisania Portfolio,1055,FINDLAY AVENUE,Bronx,16,40.82973,-73.914451,No,Non Prevailing Wage,41,5,48,48
52721,Morrisania Portfolio,1104,FINDLAY AVENUE,Bronx,16,40.83021,-73.913536,No,Non Prevailing Wage,33,5,42,42
52721,Morrisania Portfolio,1294,GRANT AVENUE,Bronx,16,40.83573,-73.913395,No,Non Prevailing Wage,35,4,43,43
52721,Morrisania Portfolio,1295,MORRIS AVENUE,Bronx,16,40.83562,-73.913059,No,Non Prevailing Wage,34,6,43,43
52721,Morrisania Portfolio,986,MORRIS AVENUE,Bronx,16,40.82869,-73.916378,No,Non Prevailing Wage,20,6,30,30
52721,Morrisania Portfolio,997,MORRIS AVENUE,Bronx,16,40.82889,-73.916981,No,Non Prevailing Wage,9,3,16,16
52721,Morrisania Portfolio,1279,SHERIDAN AVENUE,Bronx,16,40.83594,-73.915209,No,Non Prevailing Wage,24,2,27,27
52721,Morrisania Portfolio,1280,SHERIDAN AVENUE,Bronx,16,40.83566,-73.914768,No,Non Prevailing Wage,51,3,57,57
52721,Morrisania Portfolio,1291,SHERIDAN AVENUE,Bronx,16,40.83629,-73.91488,No,Non Prevailing Wage,38,2,41,41
54353,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,2,2,2
55396,North Shore Plaza_ML,85,HOLLAND AVENUE,Staten Island,49,40.6391,-74.170235,No,Non Prevailing Wage,429,0,536,536
58511,Canaan House (20140287),1,WEST 117 STREET,Manhattan,9,40.80187,-73.946294,No,Non Prevailing Wage,0,3,146,146
65132,1238 DECATUR STREET,1238,DECATUR STREET,Brooklyn,37,40.68952,-73.906571,No,Non Prevailing Wage,0,0,3,15
54648,CONFIDENTIAL,----,----,Queens,21,,,No,Non Prevailing Wage,0,0,1,1
58513,Marcus Garvey Apartments (20140295),227,DUMONT AVENUE,Brooklyn,41,40.66413,-73.910788,No,Non Prevailing Wage,0,0,95,95
58513,Marcus Garvey Apartments (20140295),350,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),383,BRISTOL STREET,Brooklyn,42,40.6614,-73.910057,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),167,RIVERDALE AVENUE,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,32,32
58513,Marcus Garvey Apartments (20140295),170,RIVERDALE AVENUE,Brooklyn,42,40.66035,-73.90969,No,Non Prevailing Wage,0,0,32,32
58513,Marcus Garvey Apartments (20140295),359,BRISTOL STREET,Brooklyn,41,40.66311,-73.910509,No,Non Prevailing Wage,0,0,7,7
58513,Marcus Garvey Apartments (20140295),325,BRISTOL STREET,Brooklyn,41,40.66311,-73.910509,No,Non Prevailing Wage,0,0,40,40
58513,Marcus Garvey Apartments (20140295),330,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),336,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),351,BRISTOL STREET,Brooklyn,41,40.66311,-73.910509,No,Non Prevailing Wage,0,0,5,5
58513,Marcus Garvey Apartments (20140295),355,BRISTOL STREET,Brooklyn,41,40.66311,-73.910509,No,Non Prevailing Wage,0,0,5,5
58513,Marcus Garvey Apartments (20140295),356,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),370,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),376,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),390,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),396,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),327,CHESTER STREET,Brooklyn,41,40.66345,-73.90969,No,Non Prevailing Wage,0,0,53,53
58513,Marcus Garvey Apartments (20140295),330,CHESTER STREET,Brooklyn,41,40.66311,-73.910509,No,Non Prevailing Wage,0,0,11,11
58513,Marcus Garvey Apartments (20140295),336,CHESTER STREET,Brooklyn,41,40.66311,-73.910509,No,Non Prevailing Wage,0,0,5,5
58513,Marcus Garvey Apartments (20140295),340,CHESTER STREET,Brooklyn,41,40.66311,-73.910509,No,Non Prevailing Wage,0,0,5,5
58513,Marcus Garvey Apartments (20140295),341,CHESTER STREET,Brooklyn,41,40.66345,-73.90969,No,Non Prevailing Wage,0,0,35,35
58513,Marcus Garvey Apartments (20140295),344,CHESTER STREET,Brooklyn,41,40.66311,-73.910509,No,Non Prevailing Wage,0,0,36,36
58513,Marcus Garvey Apartments (20140295),390,CHESTER STREET,Brooklyn,42,40.6614,-73.910057,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),394,CHESTER STREET,Brooklyn,42,40.6614,-73.910057,No,Non Prevailing Wage,0,0,32,32
58513,Marcus Garvey Apartments (20140295),416,CHESTER STREET,Brooklyn,42,40.6614,-73.910057,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),420,CHESTER STREET,Brooklyn,42,40.6614,-73.910057,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),424,CHESTER STREET,Brooklyn,42,40.6614,-73.910057,No,Non Prevailing Wage,0,0,12,12
58513,Marcus Garvey Apartments (20140295),446,CHESTER STREET,Brooklyn,42,40.66035,-73.90969,No,Non Prevailing Wage,0,0,41,41
58513,Marcus Garvey Apartments (20140295),220,DUMONT AVENUE,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),252,DUMONT AVENUE,Brooklyn,41,40.66345,-73.90969,No,Non Prevailing Wage,0,0,17,17
58513,Marcus Garvey Apartments (20140295),171,RIVERDALE AVENUE,Brooklyn,42,40.6614,-73.910057,No,Non Prevailing Wage,0,0,32,32
58513,Marcus Garvey Apartments (20140295),224,DUMONT AVENUE,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),360,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),332,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),334,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),338,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),340,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),352,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),354,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),358,BRISTOL STREET,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),372,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),374,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,2,2
58513,Marcus Garvey Apartments (20140295),378,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),380,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),392,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),394,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),398,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),400,BRISTOL STREET,Brooklyn,42,40.66144,-73.910943,No,Non Prevailing Wage,0,0,4,4
58249,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
54651,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
50871,181 Front Street,181,FRONT STREET,Brooklyn,33,40.70259,-73.985963,No,Non Prevailing Wage,0,0,21,105
51918,225 E 39th Street (fka 222 East 40th Street),601,3 AVENUE,Manhattan,4,40.74894,-73.975076,No,Non Prevailing Wage,0,0,75,372
54642,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
55437,Atlantic Yards B14 (Pacific Park),535,CARLTON AVENUE,Brooklyn,35,40.68116,-73.970612,No,Non Prevailing Wage,0,15,298,298
52272,CARROLL GARDENS- PHASE 2 (363 BOND STREET),363,BOND STREET,Brooklyn,39,40.678,-73.98992,No,Non Prevailing Wage,0,0,54,270
50702,223 North 8th Street,230,NORTH 9 STREET,Brooklyn,33,40.71732,-73.954597,No,Non Prevailing Wage,0,0,19,94
54635,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
54647,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,2,2
54638,CONFIDENTIAL,----,----,Queens,32,,,No,Non Prevailing Wage,0,0,1,1
54644,CONFIDENTIAL,----,----,Queens,25,,,No,Non Prevailing Wage,0,0,1,1
58510,Maria Isabel Apartments (20140296),787,EAST 149 STREET,Bronx,8,40.81317,-73.906633,No,Non Prevailing Wage,0,0,99,99
54640,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
54679,CONFIDENTIAL,----,----,Manhattan,10,,,No,Non Prevailing Wage,0,0,1,1
54566,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
50467,210 East 39th Street,210,EAST 39 STREET,Manhattan,4,40.74844,-73.975419,No,Non Prevailing Wage,0,0,11,55
52733,HCCI 2,2031,ADAM C POWELL BOULEVARD,Manhattan,9,40.8066,-73.949548,No,Non Prevailing Wage,0,0,11,11
52733,HCCI 2,2400,ADAM C POWELL BOULEVARD,Manhattan,9,40.81882,-73.941637,No,Non Prevailing Wage,0,0,54,54
52733,HCCI 2,2815,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.82599,-73.939983,No,Non Prevailing Wage,0,0,12,12
52733,HCCI 2,2819,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.82633,-73.939802,No,Non Prevailing Wage,0,0,44,44
52733,HCCI 2,2844,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.82634,-73.938986,No,Non Prevailing Wage,0,0,27,27
52733,HCCI 2,2853,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.82778,-73.938844,No,Non Prevailing Wage,0,0,49,49
52733,HCCI 2,220,BRADHURST AVENUE,Manhattan,9,40.82778,-73.938844,No,Non Prevailing Wage,0,0,18,18
52733,HCCI 2,161,LENOX AVENUE,Manhattan,9,40.8036,-73.949041,No,Non Prevailing Wage,0,0,13,13
52733,HCCI 2,191,LENOX AVENUE,Manhattan,9,40.80444,-73.948394,No,Non Prevailing Wage,0,0,4,4
52733,HCCI 2,166,WEST 120 STREET,Manhattan,9,40.80534,-73.950221,No,Non Prevailing Wage,0,0,12,12
52733,HCCI 2,203,WEST 140 STREET,Manhattan,9,40.81891,-73.94185,No,Non Prevailing Wage,0,0,15,15
52733,HCCI 2,205,WEST 140 STREET,Manhattan,9,40.81895,-73.941941,No,Non Prevailing Wage,0,0,10,10
52733,HCCI 2,211,WEST 140 STREET,Manhattan,9,40.81906,-73.942201,No,Non Prevailing Wage,0,0,10,10
52733,HCCI 2,213,WEST 140 STREET,Manhattan,9,40.8191,-73.942291,No,Non Prevailing Wage,0,0,15,15
52733,HCCI 2,215,WEST 140 STREET,Manhattan,9,40.81913,-73.942378,No,Non Prevailing Wage,0,0,15,15
52733,HCCI 2,223,WEST 145 STREET,Manhattan,9,40.82241,-73.940185,No,Non Prevailing Wage,0,0,16,16
52733,HCCI 2,210,WEST 147 STREET,Manhattan,9,40.82321,-73.939386,No,Non Prevailing Wage,0,0,41,41
52733,HCCI 2,302,WEST 150 STREET,Manhattan,9,40.826,-73.940186,No,Non Prevailing Wage,0,0,7,7
52733,HCCI 2,308,WEST 150 STREET,Manhattan,9,40.82611,-73.940457,No,Non Prevailing Wage,0,0,18,18
52733,HCCI 2,86,WEST 120 STREET,Manhattan,9,40.80431,-73.947527,No,Non Prevailing Wage,0,0,8,8
54565,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
54646,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
58248,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
58290,CONFIDENTIAL,----,----,Queens,24,,,No,Non Prevailing Wage,0,0,1,1
58508,BAM South Apartments (20140284),286,ASHLAND PLACE,Brooklyn,35,40.6862,-73.978499,No,Non Prevailing Wage,0,0,77,378
54643,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,1,1,1
65100,25 WOODBINE LLC,25,WOODBINE STREET,Brooklyn,34,40.68949,-73.920086,No,Non Prevailing Wage,0,0,2,8
53603,CONFIDENTIAL,----,----,Bronx,16,,,No,Non Prevailing Wage,0,0,2,2
54391,CONFIDENTIAL,----,----,Queens,19,,,No,Non Prevailing Wage,0,0,1,1
44265,CULVER EL PHASE I,1204,37 STREET,Brooklyn,39,40.64285,-73.98728,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1208,37 STREET,Brooklyn,39,40.64277,-73.987147,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1214,37 STREET,Brooklyn,39,40.64268,-73.986995,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1220,37 STREET,Brooklyn,39,40.64259,-73.986844,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1226,37 STREET,Brooklyn,39,40.6425,-73.986696,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1232,37 STREET,Brooklyn,39,40.64241,-73.986545,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1264,37 STREET,Brooklyn,39,40.6419,-73.985706,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1270,37 STREET,Brooklyn,39,40.6418,-73.985551,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1276,37 STREET,Brooklyn,39,40.64172,-73.985414,No,Non Prevailing Wage,0,0,4,4
