Project ID,Project Name,Number,Street,Borough,Council District,Latitude (Internal),Longitude (Internal),Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,All Counted Units,Total Units
66805,TRIPLE HDFC.HPO.FY19,235,EAST 105 STREET,Manhattan,8,40.79046,-73.943558,No,Non Prevailing Wage,0,0,48,48
67855,319 GRAHAM AVENUE APARTMENTS,319,GRAHAM AVENUE,Brooklyn,34,40.71364,-73.944557,No,Non Prevailing Wage,0,0,3,10
67778,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
67854,309 VAN SICLEN AVENUE,309,VAN SICLEN AVENUE,Brooklyn,37,40.67234,-73.889937,No,Non Prevailing Wage,0,0,3,8
66752,869 MYRTLE AVENUE,849,MYRTLE AVENUE,Brooklyn,36,40.69573,-73.948381,No,Non Prevailing Wage,0,0,58,59
67858,376 FRANKLIN AVENUE APARTMENTS,376,FRANKLIN AVENUE,Brooklyn,35,40.68593,-73.956926,No,Non Prevailing Wage,0,0,4,20
67731,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,3,3
67779,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
67852,3430 THIRD AVENUE,3434,3 AVENUE,Bronx,16,40.82889,-73.906444,No,Non Prevailing Wage,0,0,4,11
67872,1081 TIFFANY STREET APARTMENTS,1081,TIFFANY STREET,Bronx,17,40.82572,-73.895129,No,Non Prevailing Wage,0,0,8,26
67780,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,1,1
67850,1520 PROSPECT PLACE APARTMENTS,1516,PROSPECT PLACE,Brooklyn,36,40.67273,-73.926159,No,Non Prevailing Wage,0,0,3,10
67869,209 KENT STREET APARTMENTS,209,KENT STREET,Brooklyn,33,40.73131,-73.95234,No,Non Prevailing Wage,0,0,3,10
67848,764 EAST 152ND STREET APARTMENTS,764,EAST 152 STREET,Bronx,8,40.81548,-73.906655,No,Non Prevailing Wage,0,0,8,24
67846,216 FREEMAN STREET APARTMENTS,216,FREEMAN STREET,Brooklyn,33,40.73427,-73.952619,No,Non Prevailing Wage,0,0,9,30
67857,69-17 38TH AVENUE APARTMENTS,69-17,38 AVENUE,Queens,26,40.74722,-73.895736,No,Non Prevailing Wage,0,0,2,8
67845,RUTLAND ROAD APARTMENTS,664,RUTLAND ROAD,Brooklyn,41,40.65992,-73.938651,No,Non Prevailing Wage,0,0,3,16
67845,RUTLAND ROAD APARTMENTS,668,RUTLAND ROAD,Brooklyn,41,40.65992,-73.938561,No,Non Prevailing Wage,0,0,2,16
67844,SOMERS APARTMENTS,62,SOMERS STREET,Brooklyn,37,40.67873,-73.909648,No,Non Prevailing Wage,0,0,4,24
67844,SOMERS APARTMENTS,66,SOMERS STREET,Brooklyn,37,40.67874,-73.909521,No,Non Prevailing Wage,0,0,4,24
67781,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,1,1
67843,44 KENT STREET APARTMENTS,44,KENT STREET,Brooklyn,33,40.7301,-73.959535,No,Non Prevailing Wage,0,0,13,42
67842,1395 NELSON AVENUE APARTMENTS,1400,EDWARD L GRANT HIGHWAY,Bronx,16,40.84231,-73.922306,No,Non Prevailing Wage,0,0,6,17
67868,10-44 JACKSON AVENUE APARTMENTS,Oct-44,JACKSON AVENUE,Queens,26,,,No,Non Prevailing Wage,0,0,3,10
67666,CONFIDENTIAL,----,----,Brooklyn,37,,,No,Non Prevailing Wage,0,0,1,1
67840,303 WEST 137TH STREET APARTMENTS,303,WEST 137 STREET,Manhattan,9,40.8182,-73.945984,No,Non Prevailing Wage,0,0,5,16
67664,CONFIDENTIAL,----,----,Queens,29,,,No,Non Prevailing Wage,0,0,1,1
67665,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
67839,SUNNYSIDE POINT,47-18,GREENPOINT AVENUE,Queens,26,40.74249,-73.917197,No,Non Prevailing Wage,0,0,3,10
67838,915 DAWSON STREET APARTMENTS,915,DAWSON STREET,Bronx,17,40.82047,-73.897294,No,Non Prevailing Wage,0,0,9,29
67837,1764 UNION STREET APARTMENTS,1764,UNION STREET,Brooklyn,41,40.66748,-73.929413,No,Non Prevailing Wage,0,0,6,17
67634,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,3,3
67836,682 CHAUNCEY STREET APARTMENTS,682,CHAUNCEY STREET,Brooklyn,37,40.68424,-73.908299,No,Non Prevailing Wage,0,0,3,10
67663,CONFIDENTIAL,----,----,Queens,29,,,No,Non Prevailing Wage,0,1,1,1
67835,GLASSWORKS APARTMENTS,336,HIMROD STREET,Brooklyn,37,40.70227,-73.917283,No,Non Prevailing Wage,0,0,19,63
67834,GLORIA BLEECKER,387,BLEECKER STREET,Brooklyn,37,40.70238,-73.914434,No,Non Prevailing Wage,0,0,6,19
67751,24 FORD STREET,24,FORD STREET,Brooklyn,41,40.66537,-73.929595,No,Non Prevailing Wage,0,0,10,49
67750,1051 NEW YORK AVENUE,1051,NEW YORK AVENUE,Brooklyn,45,40.64763,-73.946011,No,Non Prevailing Wage,0,0,3,8
67748,523 WILLOUGHBY AVENUE APARTMENTS,523,WILLOUGHBY AVENUE,Brooklyn,36,40.69419,-73.948425,No,Non Prevailing Wage,0,0,3,8
67747,830 FLATBUSH AVENUE APARTMENTS,830,FLATBUSH AVENUE,Brooklyn,40,40.65227,-73.959521,No,Non Prevailing Wage,0,0,6,20
67745,126 BOERUM STREET APARTMENTS,126,BOERUM STREET,Brooklyn,34,40.70558,-73.943839,No,Non Prevailing Wage,0,0,2,8
67662,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
67743,1157 MYRTLE AVENUE APARTMENTS,1157,MYRTLE AVENUE,Brooklyn,34,40.69723,-73.934679,No,Non Prevailing Wage,0,0,3,10
67656,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,1,1
67742,M TOWER,1930,AVENUE M,Brooklyn,48,40.61825,-73.955292,No,Non Prevailing Wage,0,0,15,48
67555,CONFIDENTIAL,----,----,Manhattan,9,,,No,Non Prevailing Wage,0,0,1,1
67554,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
67741,682 BUSHWICK AVENUE,682,BUSHWICK AVENUE,Brooklyn,34,40.69675,-73.93191,No,Non Prevailing Wage,0,0,5,23
67542,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
67549,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
53010,BSDC 233 STUYVESANT AVE HDFC.PLP.FY18,233,STUYVESANT AVENUE,Brooklyn,36,40.68667,-73.932504,No,Non Prevailing Wage,2,0,8,8
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,118,EAST 117 STREET,Manhattan,8,40.79948,-73.942142,Yes,Non Prevailing Wage,0,0,4,4
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,217,EAST 118 STREET,Manhattan,8,40.79908,-73.938068,Yes,Non Prevailing Wage,0,0,3,3
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,219,EAST 118 STREET,Manhattan,8,40.79905,-73.938007,Yes,Non Prevailing Wage,0,0,3,3
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,425,EAST 118 STREET,Manhattan,8,40.79706,-73.933284,Yes,Non Prevailing Wage,0,0,3,3
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,345,EAST 119 STREET,Manhattan,8,40.79841,-73.934529,Yes,Non Prevailing Wage,0,0,4,4
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,424,EAST 119 STREET,Manhattan,8,40.7973,-73.933082,Yes,Non Prevailing Wage,0,0,2,2
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,215,EAST 120 STREET,Manhattan,8,40.80038,-73.937265,Yes,Non Prevailing Wage,0,0,3,3
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,328,EAST 120 STREET,Manhattan,8,40.79885,-73.934825,Yes,Non Prevailing Wage,0,0,3,3
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,38,EAST 126 STREET,Manhattan,9,40.80633,-73.9405,Yes,Non Prevailing Wage,0,0,3,3
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,50,EAST 127 STREET,Manhattan,9,40.80683,-73.93952,Yes,Non Prevailing Wage,0,0,4,4
67740,"FREEMAN CORNER APARTMENTS, THE",215,FREEMAN STREET,Brooklyn,33,40.73491,-73.952882,No,Non Prevailing Wage,0,0,8,25
67739,20 JEFFERSON STREET APARTMENTS,20,JEFFERSON STREET,Brooklyn,34,40.69752,-73.934415,No,Non Prevailing Wage,0,0,3,8
67738,197 FREEMAN STREET,197,FREEMAN STREET,Brooklyn,33,40.73478,-73.95373,No,Non Prevailing Wage,0,0,6,20
66569,975 LIBERTY AVENUE,975,LIBERTY AVENUE,Brooklyn,37,40.67799,-73.873592,No,Non Prevailing Wage,0,4,10,41
67737,2953 BARNES AVENUE APARTMENTS,2953,BARNES AVENUE,Bronx,13,40.86917,-73.863694,No,Non Prevailing Wage,0,0,5,16
65337,332 EAST 54TH STREET.GHPP.FY19,332,EAST 54 STREET,Brooklyn,41,40.65058,-73.926533,No,Non Prevailing Wage,0,4,19,19
50815,BUCKINGHAM - 2044 RICHMOND TERR - RESILIENCY,2044,RICHMOND TERRACE,Staten Island,49,40.6402,-74.131446,No,Prevailing Wage,36,0,36,36
67736,894 BUSHWICK AVENUE,894,BUSHWICK AVENUE,Brooklyn,34,40.69329,-73.925523,No,Non Prevailing Wage,0,0,4,20
67735,12 FORD STREET,12,FORD STREET,Brooklyn,41,40.66565,-73.929646,No,Non Prevailing Wage,0,0,10,49
67734,618 BUSHWICK AVENUE,618,BUSHWICK AVENUE,Brooklyn,34,40.69784,-73.933932,No,Non Prevailing Wage,0,0,30,99
67732,37 MONTROSE AVENUE,37,MONTROSE AVENUE,Brooklyn,34,40.70704,-73.948736,No,Non Prevailing Wage,0,0,3,10
67733,516 WEST 162 STREET,516,WEST 162 STREET,Manhattan,7,40.83622,-73.940925,No,Non Prevailing Wage,0,0,6,20
63811,EAST VILLAGE I HDFC.HUDMF.FY18,364,EAST 10 STREET,Manhattan,2,40.7262,-73.978901,No,Non Prevailing Wage,40,4,46,46
63811,EAST VILLAGE I HDFC.HUDMF.FY18,384,EAST 10 STREET,Manhattan,2,40.72592,-73.97823,No,Non Prevailing Wage,35,4,45,45
63811,EAST VILLAGE I HDFC.HUDMF.FY18,355,EAST 10 STREET,Manhattan,2,40.72673,-73.979031,No,Non Prevailing Wage,30,2,33,33
63811,EAST VILLAGE I HDFC.HUDMF.FY18,610,EAST 11 STREET,Manhattan,2,40.72697,-73.978858,No,Non Prevailing Wage,20,6,28,28
66723,JAMIES PLACE HDFC. HUDMF. FY18,127,EAST 117 STREET,Manhattan,8,40.79967,-73.94143,Yes,Non Prevailing Wage,27,4,35,35
66723,JAMIES PLACE HDFC. HUDMF. FY18,126,EAST 118 STREET,Manhattan,8,40.79991,-73.941228,Yes,Non Prevailing Wage,14,3,18,18
66723,JAMIES PLACE HDFC. HUDMF. FY18,101,EAST 119 STREET,Manhattan,9,40.80124,-73.941349,Yes,Non Prevailing Wage,27,5,33,33
66723,JAMIES PLACE HDFC. HUDMF. FY18,115,EAST 119 STREET,Manhattan,9,40.80111,-73.940945,Yes,Non Prevailing Wage,13,4,20,20
66723,JAMIES PLACE HDFC. HUDMF. FY18,132,EAST 119 STREET,Manhattan,9,40.80057,-73.940833,Yes,Non Prevailing Wage,16,2,20,20
66836,INWOOD HOUSING HDFC.HUDMF.FY18,10,POST AVENUE,Manhattan,10,40.86313,-73.924831,Yes,Non Prevailing Wage,73,14,95,95
66911,HUDSON PIERS HDFC.HUDMF.FY18,1626,AMSTERDAM AVENUE,Manhattan,7,40.82251,-73.950002,Yes,Non Prevailing Wage,21,4,29,29
66911,HUDSON PIERS HDFC.HUDMF.FY18,1640,AMSTERDAM AVENUE,Manhattan,7,40.82298,-73.949662,Yes,Non Prevailing Wage,44,4,54,54
66985,RED HOOK GARDENS-ARTICLE XI,88,COFFEY STREET,Brooklyn,38,40.67579,-74.013076,Yes,Non Prevailing Wage,0,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,92,COFFEY STREET,Brooklyn,38,40.67591,-74.013242,Yes,Non Prevailing Wage,0,1,2,2
66985,RED HOOK GARDENS-ARTICLE XI,9,DWIGHT STREET,Brooklyn,38,40.67816,-74.006252,Yes,Non Prevailing Wage,1,1,2,2
66985,RED HOOK GARDENS-ARTICLE XI,71,VISITATION PLACE,Brooklyn,38,40.6786,-74.009612,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,81,VISITATION PLACE,Brooklyn,38,40.67877,-74.009857,Yes,Non Prevailing Wage,0,1,2,2
66985,RED HOOK GARDENS-ARTICLE XI,89,VISITATION PLACE,Brooklyn,38,40.67895,-74.010127,Yes,Non Prevailing Wage,0,1,2,2
66985,RED HOOK GARDENS-ARTICLE XI,75,VISITATION PLACE,Brooklyn,38,40.6786,-74.009612,Yes,Non Prevailing Wage,0,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,77,VISITATION PLACE,Brooklyn,38,40.6786,-74.009612,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,79,VISITATION PLACE,Brooklyn,38,40.6786,-74.009612,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,85,VISITATION PLACE,Brooklyn,38,40.67877,-74.009857,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,87,VISITATION PLACE,Brooklyn,38,40.67877,-74.009857,Yes,Non Prevailing Wage,1,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,93,VISITATION PLACE,Brooklyn,38,40.67895,-74.010127,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,97,VISITATION PLACE,Brooklyn,38,40.67895,-74.010127,Yes,Non Prevailing Wage,0,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,95,VISITATION PLACE,Brooklyn,38,40.67895,-74.010127,Yes,Non Prevailing Wage,1,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,99,VISITATION PLACE,Brooklyn,38,40.67895,-74.010127,Yes,Non Prevailing Wage,1,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,73,VISITATION PLACE,Brooklyn,38,40.6786,-74.009612,Yes,Non Prevailing Wage,1,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,83,VISITATION PLACE,Brooklyn,38,40.67877,-74.009857,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,91,VISITATION PLACE,Brooklyn,38,40.67895,-74.010127,Yes,Non Prevailing Wage,1,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,15,DWIGHT STREET,Brooklyn,38,40.67816,-74.006252,Yes,Non Prevailing Wage,1,1,2,2
66985,RED HOOK GARDENS-ARTICLE XI,17,DWIGHT STREET,Brooklyn,38,40.67816,-74.006252,Yes,Non Prevailing Wage,1,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,19,DWIGHT STREET,Brooklyn,38,40.67816,-74.006252,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,13,DWIGHT STREET,Brooklyn,38,40.67816,-74.006252,Yes,Non Prevailing Wage,1,1,2,2
66985,RED HOOK GARDENS-ARTICLE XI,86,COFFEY STREET,Brooklyn,38,40.67579,-74.013076,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,90A,COFFEY STREET,Brooklyn,38,40.67579,-74.013076,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,2,VERONA STREET,Brooklyn,38,,,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,4,VERONA STREET,Brooklyn,38,,,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,6,VERONA STREET,Brooklyn,38,,,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,10,VERONA STREET,Brooklyn,38,,,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,12,VERONA STREET,Brooklyn,38,,,Yes,Non Prevailing Wage,2,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,94,COFFEY STREET,Brooklyn,38,40.67591,-74.013242,Yes,Non Prevailing Wage,1,0,2,2
66985,RED HOOK GARDENS-ARTICLE XI,88 1/2,COFFEY STREET,Brooklyn,38,40.67579,-74.013076,Yes,Non Prevailing Wage,0,2,2,2
51867,THE ROBESON,407,LENOX AVENUE,Manhattan,9,40.81137,-73.943342,No,Non Prevailing Wage,0,16,79,79
52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,1990,AMSTERDAM AVENUE,Manhattan,7,40.83408,-73.941516,No,Prevailing Wage,20,3,25,25
52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,531,WEST 160 STREET,Manhattan,7,40.83556,-73.942056,No,Prevailing Wage,6,11,20,20
52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,547,WEST 160 STREET,Manhattan,7,40.83579,-73.942616,No,Prevailing Wage,4,14,20,20
54377,CONFIDENTIAL,----,----,Brooklyn,38,,,No,Non Prevailing Wage,1,18,50,50
59107,LA CABANA HOUSES,391,LORIMER STREET,Brooklyn,34,40.70861,-73.948955,No,Non Prevailing Wage,59,7,71,71
59107,LA CABANA HOUSES,417,LORIMER STREET,Brooklyn,34,40.70933,-73.948936,No,Non Prevailing Wage,40,5,48,48
59107,LA CABANA HOUSES,16,TEN EYCK STREET,Brooklyn,34,40.70926,-73.949733,No,Non Prevailing Wage,41,4,48,48
63761,168TH STREET GARAGE,92-29,168 STREET,Queens,27,40.70559,-73.791666,No,Non Prevailing Wage,20,39,387,387
63763,CONEY ISLAND PHASE 1 (L&M),2926,WEST 19 STREET,Brooklyn,47,40.57573,-73.986242,No,Non Prevailing Wage,90,89,446,446
65363,LAFAYETTE MORRISON APARTMENTS,820,BOYNTON AVENUE,Bronx,17,40.82026,-73.875577,Yes,Non Prevailing Wage,4,189,222,222
65363,LAFAYETTE MORRISON APARTMENTS,880,BOYNTON AVENUE,Bronx,17,40.82134,-73.875835,Yes,Non Prevailing Wage,2,197,226,226
65363,LAFAYETTE MORRISON APARTMENTS,825,MORRISON AVENUE,Bronx,17,40.82057,-73.873227,Yes,Non Prevailing Wage,3,206,226,226
65363,LAFAYETTE MORRISON APARTMENTS,875,MORRISON AVENUE,Bronx,17,40.82166,-73.873486,Yes,Non Prevailing Wage,5,205,226,226
65373,MMN1801- UPTOWN 6,45,ST NICHOLAS AVENUE,Manhattan,9,40.80014,-73.952854,No,Non Prevailing Wage,2,9,12,12
65373,MMN1801- UPTOWN 6,281,WEST 118 STREET,Manhattan,9,40.80573,-73.95384,No,Non Prevailing Wage,1,6,10,10
65373,MMN1801- UPTOWN 6,30,WEST 132 STREET,Manhattan,9,40.81113,-73.94034,No,Non Prevailing Wage,2,6,10,10
65373,MMN1801- UPTOWN 6,118,WEST 139 STREET,Manhattan,9,40.81699,-73.940407,No,Non Prevailing Wage,2,7,10,10
65373,MMN1801- UPTOWN 6,120,WEST 139 STREET,Manhattan,9,40.81702,-73.94049,No,Non Prevailing Wage,1,5,20,20
65373,MMN1801- UPTOWN 6,122,WEST 139 STREET,Manhattan,9,40.81706,-73.94057,No,Non Prevailing Wage,0,8,20,20
65374,TMN209G-2 - 640 RIVERSIDE,640,RIVERSIDE DRIVE,Manhattan,7,40.82476,-73.953801,No,Non Prevailing Wage,0,0,133,133
65621,"KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18",3020,AVENUE Y,Brooklyn,48,40.59136,-73.936295,No,Non Prevailing Wage,119,0,119,119
65621,"KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18",2525,BATCHELDER STREET,Brooklyn,48,40.59136,-73.936295,No,Non Prevailing Wage,118,0,119,119
65621,"KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18",2533,BATCHELDER STREET,Brooklyn,48,40.59136,-73.936295,No,Non Prevailing Wage,119,0,119,119
65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,2055,DAVIDSON AVENUE,Bronx,14,40.8542,-73.908484,No,Non Prevailing Wage,4,13,20,20
65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,2059,DAVIDSON AVENUE,Bronx,14,40.85433,-73.908361,No,Non Prevailing Wage,2,17,20,20
65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,65,EAST TREMONT AVENUE,Bronx,14,40.85112,-73.90778,No,Non Prevailing Wage,1,13,15,15
65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,1870,MORRIS AVENUE,Bronx,14,40.8486,-73.908191,No,Non Prevailing Wage,0,17,25,25
65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,1910,MORRIS AVENUE,Bronx,14,40.85,-73.907589,No,Non Prevailing Wage,0,8,13,13
65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,1982,WALTON AVENUE,Bronx,14,40.85182,-73.907598,No,Non Prevailing Wage,0,24,37,37
66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,744,BECK STREET,Bronx,8,40.81582,-73.898887,No,Non Prevailing Wage,0,18,21,21
66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,987,UNION AVENUE,Bronx,17,40.82336,-73.901965,No,Non Prevailing Wage,1,25,35,35
66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,991,UNION AVENUE,Bronx,17,40.82353,-73.901954,No,Non Prevailing Wage,1,11,20,20
66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,1100,WEST FARMS ROAD,Bronx,17,40.82619,-73.890138,No,Non Prevailing Wage,1,11,16,16
66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,1106,WEST FARMS ROAD,Bronx,17,40.82634,-73.889979,No,Non Prevailing Wage,0,14,32,32
66721,ROBESON APARTMENTS HDFC.HUDMF.FY18,1990,ADAM C POWELL BOULEVARD,Manhattan,9,40.80576,-73.951185,Yes,Non Prevailing Wage,33,5,41,41
66721,ROBESON APARTMENTS HDFC.HUDMF.FY18,1995,ADAM C POWELL BOULEVARD,Manhattan,9,40.80543,-73.950419,Yes,Non Prevailing Wage,30,7,40,40
66769,1414 CENTRAL AVENUE,14-14,CENTRAL AVENUE,Queens,31,40.60656,-73.750941,No,Non Prevailing Wage,30,30,142,142
66834,EAST VILLAGE II HDFC.HUDMF.FY18,195,AVENUE B,Manhattan,2,40.72813,-73.97867,No,Non Prevailing Wage,13,2,16,16
66834,EAST VILLAGE II HDFC.HUDMF.FY18,199,AVENUE B,Manhattan,2,40.72829,-73.978554,No,Non Prevailing Wage,15,6,23,23
66834,EAST VILLAGE II HDFC.HUDMF.FY18,627,EAST 9 STREET,Manhattan,2,40.72595,-73.979028,No,Non Prevailing Wage,27,4,35,35
66834,EAST VILLAGE II HDFC.HUDMF.FY18,374,EAST 10 STREET,Manhattan,2,40.72608,-73.978623,No,Non Prevailing Wage,13,4,17,17
67327,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
67336,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
67341,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,1,1,1
67354,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,1,0,1,1
67356,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,1,1,1
67358,CONFIDENTIAL,----,----,Queens,30,,,No,Non Prevailing Wage,0,0,2,2
67359,CONFIDENTIAL,----,----,Queens,21,,,No,Non Prevailing Wage,0,0,2,2
67362,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
67365,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,4,4
67373,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,2,2
67376,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,2,2
67379,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,2,2
67380,CONFIDENTIAL,----,----,Brooklyn,35,,,No,Non Prevailing Wage,0,0,1,1
67382,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,2,2
67384,CONFIDENTIAL,----,----,Bronx,14,,,No,Non Prevailing Wage,0,3,3,3
67385,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,2,2
67389,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,1,1,1
67400,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,2,2
67413,CONFIDENTIAL,----,----,Brooklyn,36,,,No,Non Prevailing Wage,0,0,2,2
67414,CONFIDENTIAL,----,----,Brooklyn,37,,,No,Non Prevailing Wage,0,0,2,2
67421,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,3,3
67427,MASARYK TOWERS,51,COLUMBIA STREET,Manhattan,2,40.71788,-73.980845,No,Non Prevailing Wage,0,220,220,220
67427,MASARYK TOWERS,71,COLUMBIA STREET,Manhattan,2,40.71788,-73.980845,No,Non Prevailing Wage,0,207,207,207
67427,MASARYK TOWERS,75,COLUMBIA STREET,Manhattan,2,40.71788,-73.980845,No,Non Prevailing Wage,0,226,226,226
67427,MASARYK TOWERS,85,COLUMBIA STREET,Manhattan,2,40.71788,-73.980845,No,Non Prevailing Wage,0,124,124,124
67427,MASARYK TOWERS,85-89,COLUMBIA STREET,Manhattan,2,40.71788,-73.980845,No,Non Prevailing Wage,0,206,208,208
67427,MASARYK TOWERS,75-81,COLUMBIA STREET,Manhattan,2,40.71788,-73.980845,No,Non Prevailing Wage,0,124,124,124
68096,EL RIO II,2064,BOSTON ROAD,Bronx,15,40.84163,-73.878403,No,Non Prevailing Wage,46,0,78,78
58666,BRKG GND. AAPCI. 3 LIVONIA AVE. EDWIN'S PLACE,278,GRAFTON STREET,Brooklyn,41,40.66146,-73.917878,No,Prevailing Wage,88,25,126,126
63122,VOA. 112 EAST CLARKE PLACE,112,CLARKE PLACE EAST,Bronx,16,40.83726,-73.91675,No,Prevailing Wage,121,0,122,122
63769,LINWOOD PARK APARTMENTS,3002,ATLANTIC AVENUE,Brooklyn,37,40.67801,-73.88333,No,Non Prevailing Wage,38,2,100,100
65269,1296 SHERIDAN AVENUE.HPO.FY2018,1296,SHERIDAN AVENUE,Bronx,16,40.83608,-73.914327,Yes,Non Prevailing Wage,0,19,59,59
65348,LIVONIA REGINA HDFC.HPO.FY18,2424,CROPSEY AVENUE,Brooklyn,43,40.59362,-73.99511,No,Non Prevailing Wage,110,57,168,168
65362,GROWER-GREEN,350,KEAP STREET,Brooklyn,34,40.70927,-73.954278,Yes,Non Prevailing Wage,16,8,29,29
65362,GROWER-GREEN,354,SOUTH 2 STREET,Brooklyn,34,40.71003,-73.953686,Yes,Non Prevailing Wage,16,7,29,29
65362,GROWER-GREEN,355,SOUTH 2 STREET,Brooklyn,34,40.71021,-73.953073,Yes,Non Prevailing Wage,13,9,24,24
